account_cd,account_nm,list_nm,list_no
A39,유가증권평가 및 처분손실_만기보유증권처분손실,07.06월 이후,SF107
A40,유가증권평가 및 처분손실_유가증권감액손실,07.06월 이후,SF107
A41,유가증권평가 및 처분손실_매도유가증권평가손실,07.06월 이후,SF107
A42,유가증권평가 및 처분손실_신종증권처분손실,07.06월 이후,SF107
A43,유가증권평가 및 처분손실_신종증권평가손실,07.06월 이후,SF107
A44,유가증권평가 및 처분손실_신종증권상환손실,07.06월 이후,SF107
A45,유가증권평가 및 처분손실_매도신종증권평가손실,07.06월 이후,SF107
A46,유가증권평가 및 처분손실_매도신종증권상환손실,07.06월 이후,SF107
A47,파생상품거래손실,07.06월 이후,SF107
A48,이자비용,07.06월 이후,SF107
A49,대출평가 및 처분손실,07.06월 이후,SF107
A50,외환거래손실,07.06월 이후,SF107
A51,판매비와관리비,07.06월 이후,SF107
A52,기타 영업비용,07.06월 이후,SF107
A53,[영업이익(손실)],07.06월 이후,SF107
A54,[영업외수익],07.06월 이후,SF107
A55,[ 영업외비용],07.06월 이후,SF107
A56,[법인세비용차감전계속사업손익],07.06월 이후,SF107
A57,[계속사업손익 법인세비용],07.06월 이후,SF107
A58,[계속사업이익(손실)],07.06월 이후,SF107
A59,[중단사업손익],07.06월 이후,SF107
A60,[당기순이익(순손실)],07.06월 이후,SF107
A,[현금 및 예치금],09.06월 이후,SF203
A01,[현금 및 예치금]_현금 및 현금성 자산,09.06월 이후,SF203
A02,[현금 및 예치금]_예치금,09.06월 이후,SF203
B,[유가증권],09.06월 이후,SF203
B01,[유가증권]_단기매매증권,09.06월 이후,SF203
B02,[유가증권]_매도가능증권,09.06월 이후,SF203
B03,[유가증권]_만기보유증권,09.06월 이후,SF203
B04,[유가증권]_지분법적용투자주식,09.06월 이후,SF203
B05,[유가증권]_파생결합증권,09.06월 이후,SF203
C,[파생상품],09.06월 이후,SF203
D,[대출채권],09.06월 이후,SF203
D01,[대출채권]_콜론,09.06월 이후,SF203
D02,[대출채권]_신용공여금,09.06월 이후,SF203
D03,[대출채권]_환매조건부매수,09.06월 이후,SF203
D04,[대출채권]_대여금,09.06월 이후,SF203
D05,[대출채권]_대출금,09.06월 이후,SF203
D06,[대출채권]_대출금(종금계정),09.06월 이후,SF203
D07,[대출채권]_할인어음(종금계정),09.06월 이후,SF203
D08,[대출채권]_매입 대출채권,09.06월 이후,SF203
D09,[대출채권]_대지급금,09.06월 이후,SF203
D10,[대출채권]_부도채권,09.06월 이후,SF203
D11,[대출채권]_부도어음,09.06월 이후,SF203
D12,[대출채권]_사모사채,09.06월 이후,SF203
D13,[대출채권]_신탁계정대,09.06월 이후,SF203
D14,[대출채권]_종금계정대,09.06월 이후,SF203
D15,[대출채권]_기타 대출채권,09.06월 이후,SF203
D16,[대출채권]_대손충당금(-),09.06월 이후,SF203
E,[유형자산],09.06월 이후,SF203
E01,[유형자산]_감가상각누계액(-),09.06월 이후,SF203
F,[CMA운용자산(종금계정)],09.06월 이후,SF203
G,[리스자산(종금계정)],09.06월 이후,SF203
H,[기타자산],09.06월 이후,SF203
H01,[기타자산]_미수금,09.06월 이후,SF203
H02,[기타자산]_미수수익,09.06월 이후,SF203
H03,[기타자산]_선급금,09.06월 이후,SF203
H04,[기타자산]_선급비용,09.06월 이후,SF203
H05,[기타자산]_선급제세,09.06월 이후,SF203
H06,[기타자산]_대리점,09.06월 이후,SF203
H07,[기타자산]_본·지점,09.06월 이후,SF203
H08,[기타자산]_선물자기거래정산차금,09.06월 이후,SF203
H09,[기타자산]_보증금,09.06월 이후,SF203
H10,[기타자산]_투자부동산,09.06월 이후,SF203
H11,[기타자산]_손해배상공동기금,09.06월 이후,SF203
H12,[기타자산]_무형자산,09.06월 이후,SF203
H13,[기타자산]_가지급금,09.06월 이후,SF203
H14,[기타자산]_이연법인세자산,09.06월 이후,SF203
H15,[기타자산]_일반상품,09.06월 이후,SF203
H16,[기타자산]_기타,09.06월 이후,SF203
H17,[기타자산]_대손충당금(-),09.06월 이후,SF203
H18,[기타자산]_현재가치할인차금(-),09.06월 이후,SF203
I,자산총계,09.06월 이후,SF203
A,[예수부채],09.06월 이후,SF204
A01,[예수부채]_투자자예수금,09.06월 이후,SF204
A02,[예수부채]_수입담보금,09.06월 이후,SF204
A03,[예수부채]_리스보증금(종금계정),09.06월 이후,SF204
A04,[예수부채]_CMA수탁금(종금계정),09.06월 이후,SF204
A05,[예수부채]_기타,09.06월 이후,SF204
B,[차입부채],09.06월 이후,SF204
B01,[차입부채]_콜머니,09.06월 이후,SF204
B02,[차입부채]_차입금,09.06월 이후,SF204
B03,[차입부채]_환매조건부매도,09.06월 이후,SF204
B04,[차입부채]_매도유가증권,09.06월 이후,SF204
B05,[차입부채]_매도파생결합증권,09.06월 이후,SF204
B06,[차입부채]_파생상품,09.06월 이후,SF204
B07,[차입부채]_사채,09.06월 이후,SF204
B08,[차입부채]_사채_(사채발행차금),09.06월 이후,SF204
B09,[차입부채]_후순위사채,09.06월 이후,SF204
B10,[차입부채]_후순위사채_(사채발행차금),09.06월 이후,SF204
B11,[차입부채]_후순위차입금,09.06월 이후,SF204
B12,[차입부채]_발행어음(종금계정),09.06월 이후,SF204
B13,[차입부채]_기타,09.06월 이후,SF204
C,[기타부채],09.06월 이후,SF204
C01,[기타부채]_채무보증충당금,09.06월 이후,SF204
C02,[기타부채]_퇴직급여충당금,09.06월 이후,SF204
C03,[기타부채]_퇴직연금미지급금,09.06월 이후,SF204
C04,[기타부채]_(국민연금전환금)(-),09.06월 이후,SF204
C05,[기타부채]_(퇴직보험예치금)(-),09.06월 이후,SF204
C06,[기타부채]_(퇴직신탁)(-),09.06월 이후,SF204
C07,[기타부채]_(퇴직연금운용자산)(-),09.06월 이후,SF204
C08,[기타부채]_특별대손충당금,09.06월 이후,SF204
C09,[기타부채]_신탁위험충당금,09.06월 이후,SF204
C10,[기타부채]_미지급법인세,09.06월 이후,SF204
C11,[기타부채]_미지급금,09.06월 이후,SF204
C12,[기타부채]_미지급비용,09.06월 이후,SF204
C13,[기타부채]_임대보증금,09.06월 이후,SF204
C14,[기타부채]_선수금,09.06월 이후,SF204
C15,[기타부채]_선수수익,09.06월 이후,SF204
C16,[기타부채]_이연법인세부채,09.06월 이후,SF204
C17,[기타부채]_제세금예수금,09.06월 이후,SF204
C18,[기타부채]_신탁계정차,09.06월 이후,SF204
C19,[기타부채]_종금계정차,09.06월 이후,SF204
C20,부채총계,09.06월 이후,SF204
D,[자본금],09.06월 이후,SF204
D01,[자본금]_보통주자본금,09.06월 이후,SF204
D02,[자본금]_우선주자본금,09.06월 이후,SF204
E,[자본잉여금],09.06월 이후,SF204
E01,[자본잉여금]_주식발행초과금,09.06월 이후,SF204
E02,[자본잉여금]_감자차익,09.06월 이후,SF204
E03,[자본잉여금]_자기주식처분이익,09.06월 이후,SF204
E04,[자본잉여금]_기타자본잉여금,09.06월 이후,SF204
F,[자본조정],09.06월 이후,SF204
F01,[자본조정]_주식할인발행차금,09.06월 이후,SF204
F02,[자본조정]_자기주식,09.06월 이후,SF204
F03,[자본조정]_자기주식처분손실,09.06월 이후,SF204
F04,[자본조정]_주식매입선택권,09.06월 이후,SF204
F05,[자본조정]_신주청약증거금,09.06월 이후,SF204
G,[기타포괄손익누계액],09.06월 이후,SF204
G01,[기타포괄손익누계액]_매도가능증권평가손익,09.06월 이후,SF204
G02,[기타포괄손익누계액]_지분법 자본변동,09.06월 이후,SF204
G03,[기타포괄손익누계액]_부의 지분법 자본변동,09.06월 이후,SF204
G04,[기타포괄손익누계액]_파생상품 평가손익,09.06월 이후,SF204
G05,[기타포괄손익누계액]_해외사업환산차(대),09.06월 이후,SF204
H,[이익잉여금],09.06월 이후,SF204
H01,[이익잉여금]_이익준비금,09.06월 이후,SF204
H02,[이익잉여금]_전자금융사고배상준비금,09.06월 이후,SF204
H03,[이익잉여금]_기타법정준비금,09.06월 이후,SF204
H04,[이익잉여금]_신탁사업적립금,09.06월 이후,SF204
H05,[이익잉여금]_임의적립금,09.06월 이후,SF204
H06,[이익잉여금]_미처분이익잉여금,09.06월 이후,SF204
H07,자본총계,09.06월 이후,SF204
I,부채 및 자본총계,09.06월 이후,SF204
A,채무보증,09.06월 이후,SF205
A1,채무보증_지급보증,09.06월 이후,SF205
A2,채무보증_매입보장약정,09.06월 이후,SF205
A3,채무보증_채무인수약정,09.06월 이후,SF205
A5,채무보증_매입확약,09.06월 이후,SF205
A6,채무보증_기타,09.06월 이후,SF205
B,투자자의 예수증권 등,09.06월 이후,SF205
B1,투자자의 예수증권 등_예수 증권,09.06월 이후,SF205
B2,투자자의 예수증권 등_예수양도성예금증서,09.06월 이후,SF205
B3,투자자의 예수증권 등_기타,09.06월 이후,SF205
C,파생상품계약,09.06월 이후,SF205
C1,파생상품계약_장내파생상품,09.06월 이후,SF205
C11,파생상품계약_장내파생상품_이자율관련거래,09.06월 이후,SF205
C12,파생상품계약_장내파생상품_통화관련거래,09.06월 이후,SF205
C13,파생상품계약_장내파생상품_주식관련거래,09.06월 이후,SF205
C14,파생상품계약_장내파생상품_일반상품관련거래,09.06월 이후,SF205
C15,파생상품계약_장내파생상품_기타,09.06월 이후,SF205
C2,파생상품계약_장외파생상품,09.06월 이후,SF205
C21,파생상품계약_장외파생상품_이자율관련거래,09.06월 이후,SF205
C22,파생상품계약_장외파생상품_통화관련거래,09.06월 이후,SF205
C23,파생상품계약_장외파생상품_주식관련거래,09.06월 이후,SF205
C24,파생상품계약_장외파생상품_신용관련거래,09.06월 이후,SF205
C25,파생상품계약_장외파생상품_기타,09.06월 이후,SF205
D,대차 및 대주거래,09.06월 이후,SF205
D1,대차 및 대주거래_대여증권,09.06월 이후,SF205
D2,대차 및 대주거래_차입증권,09.06월 이후,SF205
D3,대차 및 대주거래_신용거래대주,09.06월 이후,SF205
E,대손상각채권,09.06월 이후,SF205
F,환전업무 예치금,09.06월 이후,SF205
G,미배당별도예치금,09.06월 이후,SF205
H,배서어음매출(종금계정),09.06월 이후,SF205
H1,대출채권매매이익_담보부,09.06월 이후,SF205
H2,대출채권매매이익_무담보부,09.06월 이후,SF205
A,[영업수익],09.06월 이후,SF207
A1,수수료수익,09.06월 이후,SF207
A101,수수료수익_수탁수수료,09.06월 이후,SF207
A102,수수료수익_인수 및 주선수수료,09.06월 이후,SF207
A103,수수료수익_사채모집수탁수수료,09.06월 이후,SF207
A104,수수료수익_집합투자증권취급수수료,09.06월 이후,SF207
A105,수수료수익_자산관리수수료,09.06월 이후,SF207
A106,수수료수익_집합투자기구운용보수,09.06월 이후,SF207
A107,수수료수익_어음지급보증료,09.06월 이후,SF207
A108,수수료수익_매수및합병수수료,09.06월 이후,SF207
A109,수수료수익_파생결합증권판매수수료,09.06월 이후,SF207
A110,수수료수익_신탁보수,09.06월 이후,SF207
A111,수수료수익_지급보증료,09.06월 이후,SF207
A112,수수료수익_송금수수료,09.06월 이후,SF207
A113,수수료수익_대리업무보수,09.06월 이후,SF207
A114,수수료수익_기타,09.06월 이후,SF207
A2,유가증권평가 및 처분이익,09.06월 이후,SF207
A201,유가증권평가 및 처분이익_단기매매증권처분이익,09.06월 이후,SF207
A202,유가증권평가 및 처분이익_단기매매증권평가이익,09.06월 이후,SF207
A203,유가증권평가 및 처분이익_매도가능증권처분이익,09.06월 이후,SF207
A204,유가증권평가 및 처분이익_만기보유증권처분이익,09.06월 이후,SF207
A205,유가증권평가 및 처분이익_유가증권감액손실환입,09.06월 이후,SF207
A206,유가증권평가 및 처분이익_매도유가증권평가이익,09.06월 이후,SF207
A207,유가증권평가 및 처분이익_파생결합증권처분이익,09.06월 이후,SF207
A208,유가증권평가 및 처분이익_파생결합증권평가이익,09.06월 이후,SF207
A209,유가증권평가 및 처분이익_파생결합증권상환이익,09.06월 이후,SF207
A210,유가증권평가 및 처분이익_매도파생결합증권평가이익,09.06월 이후,SF207
A211,유가증권평가 및 처분이익_매도파생결합증권상환이익,09.06월 이후,SF207
A3,파생상품 거래 이익,09.06월 이후,SF207
A301,파생상품 거래 이익_장내파생상품거래이익,09.06월 이후,SF207
A302,파생상품 거래 이익_장외파생상품거래이익,09.06월 이후,SF207
A4,이자수익,09.06월 이후,SF207
A5,대출채권 평가 및 처분이익,09.06월 이후,SF207
A6,외환거래이익,09.06월 이후,SF207
A7,기타 영업수익,09.06월 이후,SF207
B,[영업비용],09.06월 이후,SF207
B1,수수료비용,09.06월 이후,SF207
B2,유가증권평가 및 처분손실,09.06월 이후,SF207
B201,유가증권평가 및 처분손실_단기매매증권처분손실,09.06월 이후,SF207
B202,유가증권평가 및 처분손실_단기매매증권평가손실,09.06월 이후,SF207
B203,유가증권평가 및 처분손실_매도가능증권처분손실,09.06월 이후,SF207
B204,유가증권평가 및 처분손실_만기보유증권처분손실,09.06월 이후,SF207
B205,유가증권평가 및 처분손실_유가증권감액손실,09.06월 이후,SF207
B206,유가증권평가 및 처분손실_매도유가증권평가손실,09.06월 이후,SF207
B207,유가증권평가 및 처분손실_파생결합증권처분손실,09.06월 이후,SF207
B208,유가증권평가 및 처분손실_파생결합증권평가손실,09.06월 이후,SF207
B209,유가증권평가 및 처분손실_파생결합증권상환손실,09.06월 이후,SF207
B210,유가증권평가 및 처분손실_매도파생결합증권평가손실,09.06월 이후,SF207
B211,유가증권평가 및 처분손실_매도파생결합증권상환손실,09.06월 이후,SF207
B3,파생상품거래손실,09.06월 이후,SF207
B4,이자비용,09.06월 이후,SF207
B5,대출평가 및 처분손실,09.06월 이후,SF207
B6,외환거래손실,09.06월 이후,SF207
B7,판매비와관리비,09.06월 이후,SF207
B8,기타 영업비용,09.06월 이후,SF207
C,[영업이익(손실)],09.06월 이후,SF207
D,[영업외수익],09.06월 이후,SF207
E,[영업외비용],09.06월 이후,SF207
F,[법인세비용차감전계속사업손익],09.06월 이후,SF207
G,[계속사업손익 법인세비용],09.06월 이후,SF207
H,[계속사업이익(손실)],09.06월 이후,SF207
I,[중단사업손익],09.06월 이후,SF207
J,[당기순이익(순손실)],09.06월 이후,SF207
A,[현금 및 예치금],11.06월 이후,SF303
A01,[현금 및 예치금]_현금 및 현금성 자산,11.06월 이후,SF303
